COUNTRY CODE,ecoregion,n_checklists,n_observers,n_tourist,n_tourist_ecoregion,local,local_ecoregion,date_range_cell,date_range_ecoregion,guided,guided_ecoregion
KG,Tian Shan montane conifer forests,1257,258,737,727,520,530,92840546.062052505967,94532185.202863961814,0.05246252676659528908,0.07403433476394849785
KG,Tian Shan montane steppe and meadows,2032,259,1392,1162,640,870,58144308.661417322835,99215475.590551181102,0.14961725817675713292,0.19007184846505551927
KH,Cardamom Mountains rain forests,3190,378,964,786,2226,2404,125576278.87147335,157653646.64576803,0.04121648659463785514,0.02999240698557327259
KH,Central Indochina dry forests,27910,2046,10549,7204,17361,20706,172785323.45395915,247630944.03439627,0.07625292310514007978,0.07025486250838363514
KH,Indochina mangroves,780,206,221,155,559,625,174968529.23076923,244091520.00000000,0.01005025125628140704,0.01526717557251908397
KH,Southeastern Indochina dry evergreen forests,6459,916,2727,1997,3732,4462,122908059.82350209,177431971.01718532,0.08549222797927461140,0.09589295669949823453
KH,Southern Annamites montane rain forests,681,187,251,244,430,437,142662005.28634361,141505945.37444934,0.12323943661971830986,0.12434325744308231173
KH,Tenasserim-South Thailand semi-evergreen rain forests,18,11,16,13,2,5,8332800.000000000000,50040000.000000000000,0.20000000000000000000,0.00000000000000000000
KH,Tonle Sap freshwater swamp forests,11234,1562,3133,2865,8101,8369,179392679.93590885,203632202.24319032,0.05599056097822589295,0.05439595192915876028
KH,Tonle Sap-Mekong peat swamp forests,3717,257,324,309,3393,3408,412545937.04600484,419194506.53753027,0.01035077630822311673,0.00917168243049584408
KH,,542,157,265,,277,,81389278.228782287823,,0.02884615384615384615,
KI,Central Polynesian tropical moist forests,3,2,3,3,0,0,0.00000000000000000000,57600.000000000000,,
KI,Eastern Micronesia tropical moist forests,20,8,12,9,8,11,5806080.000000000000,50094720.000000000000,0.00000000000000000000,0.00000000000000000000
KI,,799,107,410,,389,,106226366.95869837,,0.00753295668549905838,
KM,Comoros forests,575,70,537,513,38,62,24840225.391304347826,35015440.695652173913,0.03529411764705882353,0.01470588235294117647
KM,,99,44,94,,5,,24601309.090909090909,,0.05882352941176470588,
KN,Bahamian-Antillean mangroves,3363,684,1666,953,1697,2410,246961592.86351472,343346200.89206066,0.06817113305124588622,0.05172413793103448276
KN,Caribbean shrublands,544,142,238,164,306,380,214775788.23529412,282835641.17647059,0.07027027027027027027,0.06636155606407322654
KN,Leeward Islands moist forests,284,157,160,156,124,128,690015954.92957746,678878873.23943662,0.04878048780487804878,0.05952380952380952381
KN,,373,219,261,,112,,124894095.44235925,,0.01851851851851851852,
KP,Central Korean deciduous forests,105,42,46,30,59,75,62380800.000000000000,138877714.28571429,0.00000000000000000000,0.03750000000000000000
KP,Changbai Mountains mixed forests,23,7,6,4,17,19,68443826.086956521739,50532730.434782608696,0.00000000000000000000,0.05000000000000000000
KP,Manchurian mixed forests,158,25,49,28,109,130,62077306.329113924051,85440303.797468354430,0.00000000000000000000,0.00000000000000000000
KP,Northeast China Plain deciduous forests,11,10,9,4,2,7,26249890.909090909091,88772072.727272727273,0.00000000000000000000,0.00000000000000000000
KP,,58,33,37,,21,,60009268.965517241379,,0.17500000000000000000,
KR,Central Korean deciduous forests,61427,3014,12260,9133,49167,52294,144760546.54793495,182184266.22820584,0.03215330269305275952,0.02198163328647326237
KR,Manchurian mixed forests,732,228,279,306,453,426,73851698.360655737705,68255881.967213114754,0.10750853242320819113,0.12280701754385964912
KR,Southern Korea evergreen forests,11564,1092,3621,2884,7943,8680,102450981.667243168454,121462418.540297474922,0.03535973229224762967,0.04493905670376258612
KR,,21833,1795,5396,,16437,,117282216.388036458572,,0.05032930845225027442,0.00000000000000000000
KW,Arabian Desert and East Sahero-Arabian xeric shrublands,139,27,6,9,133,130,592671677.69784173,641100431.65467626,0.00735294117647058824,0.02985074626865671642
KW,Persian Gulf desert and semi-desert,20974,362,2296,2106,18678,18868,567130316.77314771,602681358.63449986,0.04107591754650578180,0.03862124168292560908
KW,,6394,239,687,,5707,,438898284.64185174,,0.04855321235899950956,0.00000000000000000000
KY,Bahamian-Antillean mangroves,17049,1453,3555,2329,13494,14720,356710566.67253211,398051372.86644378,0.02375720955781378742,0.01972616961910323795
KY,Cuban dry forests,8370,817,1720,1603,6650,6767,323502348.38709677,326485667.09677419,0.01520056298381421534,0.01435740172846389741
KY,,11523,994,2504,,9019,,291172078.93777662,,0.01749089016137428423,0.00000000000000000000
KZ,Alai-Western Tian Shan steppe,1612,81,495,401,1117,1211,123569901.73697270,136417721.09181141,0.03900414937759336100,0.02814698983580922596
KZ,Altai alpine meadow and tundra,92,14,49,52,43,40,40637113.043478260870,53858191.304347826087,0.08510638297872340426,0.09090909090909090909
KZ,Altai montane forest and forest steppe,34,10,10,26,24,8,61028894.117647058824,37200282.352941176471,0.14285714285714285714,0.33333333333333333333
KZ,Altai steppe and semi-desert,64,15,36,34,28,30,58851900.000000000000,75205800.000000000000,0.00000000000000000000,0.00000000000000000000
KZ,Caspian lowland desert,2283,55,284,266,1999,2017,80393780.814717477004,282530270.69645204,0.00342465753424657534,0.00194269062651772705
KZ,Central Asian northern desert,8973,471,4997,3917,3976,5056,66824328.986960882648,128413509.32798395,0.14344807209336681932,0.12096667109281635905
KZ,Central Asian riparian woodlands,1850,294,1321,1209,529,641,66004742.918918918919,85617776.432432432432,0.15214180206794682422,0.15929824561403508772
KZ,Central Asian southern desert,1116,41,461,355,655,761,51159483.870967741935,68654554.838709677419,0.27468230694037145650,0.22964318389752973468
KZ,Emin Valley steppe,76,25,47,45,29,31,49050189.473684210526,78743368.421052631579,0.08163265306122448980,0.07843137254901960784
KZ,Gissaro-Alai open woodlands,779,83,309,263,470,516,145662636.20025674,176538491.39922978,0.08263069139966273187,0.08763693270735524257
KZ,Junggar Basin semi-desert,16,6,14,14,2,2,8267400.000000000000,8267400.000000000000,0.00000000000000000000,0.00000000000000000000
KZ,Kazakh forest steppe,269,41,96,100,173,169,15857130.111524163569,13047042.379182156134,0.02678571428571428571,0.00000000000000000000
KZ,Kazakh semi-desert,317,58,258,169,59,148,11868688.958990536278,35105655.520504731861,0.02352941176470588235,0.01796407185628742515
KZ,Kazakh steppe,4706,387,3608,3355,1098,1351,25149615.299617509562,33351373.055673608160,0.13393153871718178797,0.13908723998758149643
KZ,Kazakh upland,156,31,147,146,9,10,8152615.384615384615,8273907.692307692308,0.00000000000000000000,0.00000000000000000000
KZ,Lake,49,23,30,24,19,25,32653910.204081632653,109937828.57142857,0.09523809523809523810,0.07407407407407407407
KZ,Pontic steppe,455,18,47,41,408,414,127996947.69230769,133843094.50549451,0.00487804878048780488,0.00480769230769230769
KZ,Tian Shan foothill arid steppe,5926,579,4129,3761,1797,2165,47905563.280458994263,63901066.756665541681,0.12072289156626506024,0.14607775477340694732
KZ,Tian Shan montane conifer forests,830,264,383,416,447,414,147100788.43373494,141599919.03614458,0.08588957055214723926,0.06379585326953748006
KZ,Tian Shan montane steppe and meadows,2171,410,1521,1466,650,705,54545263.196683555965,64034378.995854444956,0.12406015037593984962,0.13454545454545454545
LA,Central Indochina dry forests,1184,180,426,266,758,918,135405364.86486486,376574035.13513514,0.04109589041095890411,0.02950152594099694812
LA,Luang Prabang montane rain forests,3032,223,672,517,2360,2515,129070258.57519789,233780219.52506596,0.04206500956022944551,0.02623688155922038981
LA,Northern Annamites rain forests,1605,183,789,749,816,856,76042281.869158878505,140554874.01869159,0.05902777777777777778,0.05745212323064113239
LA,Northern Indochina subtropical forests,1391,244,668,415,723,976,71231054.493170381021,134471692.88281812,0.08066184074457083764,0.04687500000000000000
LA,Northern Khorat Plateau moist deciduous forests,6770,313,622,589,6148,6181,326266602.54062038,332488359.70457903,0.00828553218610579987,0.00682756430612892982
LA,Northern Thailand-Laos moist deciduous forests,1531,324,812,772,719,759,73042255.258001306336,68830607.968647942521,0.01925391095066185319,0.01836969001148105626
LA,Southeastern Indochina dry evergreen forests,250,56,119,65,131,185,144910425.60000000,376092633.60000000,0.02919708029197080292,0.00537634408602150538
LA,Southern Annamites montane rain forests,534,50,126,70,408,464,96129222.471910112360,139304629.21348315,0.03325942350332594235,0.02040816326530612245
LB,Eastern Mediterranean conifer-sclerophyllous-broadleaf forests,2686,185,368,257,2318,2429,190766921.81682800,214767690.24571854,0.01059771089444679949,0.00814663951120162933
LB,Southern Anatolian montane conifer and deciduous forests,1704,118,210,146,1494,1558,197124287.32394366,199484569.01408451,0.01449275362318840580,0.01139240506329113924
LB,,1141,128,156,,985,,221913061.52497809,,0.00797607178464606181,
LC,Caribbean shrublands,875,201,312,251,563,624,167059189.02857143,200803770.51428571,0.01615508885298869144,0.01931649331352154532
LC,Lesser Antillean dry forests,6487,1435,4820,4064,1667,2423,99784528.071527670726,156408680.00616618,0.12772087067861715749,0.11727891156462585034
LC,Windward Islands moist forests,2765,1109,2201,2056,564,709,83512427.631103074141,110079474.57504521,0.20353982300884955752,0.19765031098825155494
LC,,2680,900,2168,,512,,57856889.552238805970,,0.10315186246418338109,0.00000000000000000000
LI,Alps conifer and mixed forests,495,244,307,184,188,311,89836974.545454545455,158343272.72727273,0.05204460966542750929,0.06497175141242937853
LI,Western European broadleaf forests,609,358,367,149,242,460,96281521.182266009852,234146553.69458128,0.04530744336569579288,0.03305785123966942149
LK,Deccan thorn scrub forests,5357,340,1141,887,4216,4470,141351383.83423558,161874682.09818929,0.07315508021390374332,0.05354166666666666667
LK,Sri Lanka dry-zone dry evergreen forests,46906,2974,19790,17945,27116,28961,156878325.29740332,203922799.26661834,0.05909316516306093253,0.05537541940395297037
LK,Sri Lanka lowland rain forests,77392,3296,18229,17310,59163,60082,275925971.38722349,313865874.59168906,0.03482307995512567842,0.03367265858083087210
LK,Sri Lanka montane rain forests,12324,1912,6655,7064,5669,5260,119273398.247322297955,95124801.557935735151,0.09194447739945426504,0.08291426468784496504
LK,,7926,1274,2385,,5541,,188464442.08932627,,0.04245359160613397902,0.00000000000000000000
LR,Guinean mangroves,72,20,60,51,12,21,11577600.000000000000,100474800.000000000000,0.00000000000000000000,0.19230769230769230769
LR,Guinean montane forests,1040,46,293,292,747,748,261106947.69230769,261036249.23076923,0.10656620021528525296,0.10645161290322580645
LR,Western Guinean lowland forests,1986,109,561,337,1425,1649,62792222.356495468278,85042441.087613293051,0.00264375413086582948,0.01332560834298957126
LR,,181,61,95,,86,,70671381.215469613260,,0.00000000000000000000,
LS,Drakensberg alti-montane grasslands and woodlands,2075,823,1413,1454,662,621,91120812.722891566265,73016702.457831325301,0.26013071895424836601,0.26813040585495675316
LS,"Drakensberg montane grasslands, woodlands and forests",486,128,229,123,257,363,49744888.888888888889,188035555.55555556,0.01063829787234042553,0.00000000000000000000
LS,Highveld grasslands,275,66,103,49,172,226,148165946.18181818,270006597.81818182,0.01129943502824858757,0.00000000000000000000
LT,Central European mixed forests,31078,700,2876,1344,28202,29734,382105687.52171954,434961100.19949804,0.01061571125265392781,0.01363606275236645264
LT,Sarmatic mixed forests,22221,899,2539,1444,19682,20777,260135092.10206561,293195886.26974484,0.00544123466561139691,0.00556639231171796946
LT,,1822,283,598,,1224,,225045017.78265642,,0.01785714285714285714,
LU,Western European broadleaf forests,7947,997,1918,844,6029,7103,462549385.27746319,723131763.53340883,0.00474608448030374941,0.00291221744556926917
LV,Sarmatic mixed forests,23832,1133,5773,3117,18059,20715,247378593.35347432,353823545.61933535,0.03013078470824949698,0.02213684595682400293
LV,,1697,222,273,,1424,,597487158.98644667,,0.00939597315436241611,
LY,Mediterranean dry woodlands and steppe,146,24,44,26,102,120,29905643.835616438356,117941326.02739726,0.00000000000000000000,0.00000000000000000000
LY,Mediterranean woodlands and forests,76,10,15,10,61,66,18627157.894736842105,88919242.105263157895,0.00000000000000000000,0.00000000000000000000
LY,North Saharan steppe and woodlands,1911,8,21,7,1890,1904,232300076.60910518,234706345.99686028,0.00000000000000000000,0.00000000000000000000
LY,Sahara desert,14,6,14,14,0,0,376457.142857142857,925714.285714285714,,
LY,Saharan halophytics,2,1,0,0,2,2,52876800.000000000000,49939200.000000000000,0.00000000000000000000,0.00000000000000000000
LY,West Saharan montane xeric woodlands,1,1,1,1,0,0,0.00000000000000000000,0.00000000000000000000,,
LY,,52,14,41,,11,,7516800.000000000000,,0.00000000000000000000,
MA,Mediterranean High Atlas juniper steppe,430,240,340,410,90,20,59372271.627906976744,3182333.023255813953,0.20689655172413793103,0.11538461538461538462
MA,Mediterranean acacia-argania dry woodlands and succulent thickets,28068,3059,20802,15142,7266,12926,71947359.042325780248,145176881.40230868,0.17681823664214208178,0.17739216658403569658
MA,Mediterranean conifer and mixed forests,2978,853,2069,2010,909,968,93519209.133646742780,89358344.123572867696,0.19990128331688055281,0.19204655674102812803
MA,Mediterranean dry woodlands and steppe,13895,1757,10728,10056,3167,3839,70069442.418136020151,98346175.746671464556,0.24119440647671117653,0.26098762948808206779
MA,Mediterranean woodlands and forests,37343,3387,24002,19544,13341,17799,126780092.61173446,197806431.57753796,0.14637264301693831895,0.17061204025355441751
MA,North Saharan steppe and woodlands,19121,1972,15101,13345,4020,5776,64423022.896292034935,102502088.886564510224,0.23434876469177260734,0.28007643124862203278
MA,,1832,679,1019,,813,,143731493.44978166,,0.11359867330016583748,
MC,Italian sclerophyllous and semi-deciduous forests,693,495,559,387,134,306,63492031.168831168831,134582524.67532468,0.00000000000000000000,0.01534526854219948849
MC,,3,3,2,,1,,22348800.000000000000,,0.00000000000000000000,
MD,Central European mixed forests,3965,154,683,124,3282,3841,172641995.86380832,267268408.97856242,0.03054707025826159400,0.00721835524619747358
MD,East European forest steppe,1633,82,150,126,1483,1507,164521419.71830986,174761115.98285364,0.00789993416721527321,0.00648929266709928618
MD,Pontic steppe,1297,75,117,89,1180,1208,215179632.99922899,222679779.18272938,0.04109589041095890411,0.03508771929824561404
ME,Balkan mixed forests,11,8,2,2,9,9,167207563.63636364,232392436.36363636,0.18181818181818181818,0.18181818181818181818
ME,Dinaric Mountains mixed forests,1364,298,975,794,389,570,61969259.824046920821,114181590.61583578,0.03624382207578253707,0.03810775295663600526
ME,Illyrian deciduous forests,5342,1021,3547,2594,1795,2748,80221930.962186447024,146966577.91089480,0.05210016155088852989,0.03571428571428571429
ME,,466,243,327,,139,,65743725.321888412017,,0.05797101449275362319,
MF,Caribbean shrublands,3168,618,1318,820,1850,2348,194697654.54545455,270540272.72727273,0.11101360245721807810,0.06464024624855713736
MF,,2738,380,571,,2167,,268966481.81154127,,0.05516383243467440896,0.00000000000000000000
MG,Madagascar dry deciduous forests,7053,967,5970,5650,1083,1403,47277741.897065078690,70621250.531688643131,0.14223251028806584362,0.14054966248794599807
MG,Madagascar ericoid thickets,120,52,112,116,8,4,13080240.000000000000,3052080.000000000000,0.00000000000000000000,0.00000000000000000000
MG,Madagascar lowland forests,17466,1576,14362,13262,3104,4204,43877957.540364136036,65981358.983167296462,0.19667453758362849272,0.20299242769820271873
MG,Madagascar mangroves,51,31,46,48,5,3,6715482.352941176471,1053741.176470588235,0.00000000000000000000,0.00000000000000000000
MG,Madagascar spiny thickets,9905,1204,8523,8279,1382,1626,36457851.670873296315,47847552.387682988390,0.23606107394064161949,0.23368841544607190413
MG,Madagascar subhumid forests,12872,1606,9438,8728,3434,4144,82860211.062771908017,107480740.832815413300,0.12511439403843639691,0.12582216808769792935
MG,Madagascar succulent woodlands,4457,1040,3946,3817,511,640,42949019.340363473188,57475327.080996185775,0.21821164889253486464,0.21685793430945785516
MG,,3245,1060,2786,,459,,40794991.432973805855,,0.18192090395480225989,0.00000000000000000000
MH,Eastern Micronesia tropical moist forests,273,32,57,53,216,220,94689336.263736263736,99075481.318681318681,0.00000000000000000000,0.00000000000000000000
MH,,351,47,170,,181,,44027076.923076923077,,0.00000000000000000000,
MK,Aegean and Western Turkey sclerophyllous and mixed forests,362,71,148,138,214,224,137860030.93922652,168534417.67955801,0.01075268817204301075,0.03401360544217687075
MK,Balkan mixed forests,4695,343,1555,809,3140,3886,151713468.11501597,314575811.88498403,0.02904328018223234624,0.03703703703703703704
MK,Pindus Mountains mixed forests,1377,294,865,836,512,541,85086807.843137254902,87185066.666666666667,0.08618331053351573187,0.10013003901170351105
MK,Rodope montane mixed forests,10,5,1,2,9,8,348261120.00000000,91307520.000000000000,0.00000000000000000000,0.00000000000000000000
ML,Inner Niger Delta flooded savanna,108,35,85,67,23,41,48094400.000000000000,129824000.00000000,0.00000000000000000000,0.00000000000000000000
ML,Sahelian Acacia savanna,122,21,38,31,84,91,73862793.442622950820,321563095.08196721,0.00000000000000000000,0.00000000000000000000
ML,South Saharan steppe and woodlands,3,3,1,1,2,2,18201600.000000000000,29750400.000000000000,0.00000000000000000000,0.00000000000000000000
ML,West Sudanian savanna,805,99,294,137,511,668,56064369.689440993789,322152864.59627329,0.00764818355640535373,0.00589970501474926254
MM,Chin Hills-Arakan Yoma montane forests,978,172,851,817,127,161,25698434.355828220859,34159803.680981595092,0.08163265306122448980,0.10156250000000000000
MM,Eastern Himalayan alpine shrub and meadows,25,7,13,10,12,15,29082240.000000000000,78648192.000000000000,0.00000000000000000000,0.00000000000000000000
MM,Eastern Himalayan broadleaf forests,1,1,1,1,0,0,432000.000000000000,2160000.000000000000,,
MM,Irrawaddy dry forests,1706,380,1239,1190,467,516,51285946.072684642438,58346436.576787807737,0.08128078817733990148,0.06863905325443786982
MM,Irrawaddy freshwater swamp forests,1457,262,461,475,996,982,146381346.87714482,147630499.93136582,0.04351610095735422106,0.04130052724077328647
MM,Irrawaddy moist deciduous forests,2124,316,1105,848,1019,1276,73351037.288135593220,142695132.20338983,0.07452093683463449255,0.04048843187660668380
MM,Kayah-Karen montane rain forests,999,509,601,530,398,469,54890551.351351351351,113417859.45945946,0.21545667447306791569,0.25168539325842696629
MM,Mizoram-Manipur-Kachin rain forests,798,93,199,112,599,686,121913539.84962406,188661978.94736842,0.04011887072808320951,0.04000000000000000000
MM,Myanmar Coast mangroves,2239,274,433,336,1806,1903,278167211.79097812,350375732.02322465,0.00744680851063829787,0.00660233621127475876
MM,Myanmar coastal rain forests,652,147,283,248,369,404,102799435.58282209,126858522.69938650,0.07586206896551724138,0.05921052631578947368
MM,Northern Indochina subtropical forests,2104,409,1398,941,706,1163,41109029.657794676806,146765101.14068441,0.09808811305070656692,0.06739278420694349898
MM,Northern Triangle subtropical forests,518,27,76,57,442,461,105102430.88803089,155924812.35521236,0.02355460385438972163,0.04123711340206185567
MM,Northern Triangle temperate forests,128,19,65,68,63,60,99679950.000000000000,110361150.00000000,0.12500000000000000000,0.11627906976744186047
MM,Nujiang Langcang Gorge alpine conifer and mixed forests,4,3,2,3,2,1,159969600.00000000,59227200.000000000000,0.00000000000000000000,0.00000000000000000000
MM,Tenasserim-South Thailand semi-evergreen rain forests,147,48,85,41,62,106,74075951.020408163265,195479706.12244898,0.13924050632911392405,0.08474576271186440678
MM,,409,100,246,,163,,57507755.501222493888,,0.08888888888888888889,
MN,Alashan Plateau semi-desert,2710,286,1423,1168,1287,1542,68930908.339483394834,105855526.49446494,0.19449541284403669725,0.15893470790378006873
MN,Altai alpine meadow and tundra,190,53,103,105,87,85,46313128.421052631579,55660244.210526315789,0.22314049586776859504,0.22413793103448275862
MN,Altai montane forest and forest steppe,1161,184,675,580,486,581,47065674.418604651163,86299534.883720930233,0.19431818181818181818,0.19379014989293361884
MN,Daurian forest steppe,20986,729,5957,5519,15029,15467,59652653.921662060421,71512509.291908891642,0.06212303980699638118,0.05906600856972392472
MN,Eastern Gobi desert steppe,3622,358,2195,1993,1427,1629,50295987.631143014909,69289293.429044726670,0.19269102990033222591,0.17735578645646721605
MN,Gobi Lakes Valley desert steppe,2854,251,2453,2275,401,579,21058168.465311843027,34501633.076384022425,0.22807906741003547897,0.30836575875486381323
MN,Great Lakes Basin desert steppe,3738,225,2100,1871,1638,1867,64620473.836276083467,93315698.234349919743,0.25448392554991539763,0.25502268308489954634
MN,Junggar Basin semi-desert,162,21,56,39,106,123,36724800.000000000000,50416000.000000000000,0.20289855072463768116,0.10869565217391304348
MN,Khangai Mountains alpine meadow,744,104,607,587,137,157,35581354.838709677419,47279032.258064516129,0.17706576728499156830,0.20661157024793388430
MN,Khangai Mountains conifer forests,5,3,4,5,1,0,39260160.000000000000,69120.000000000000,0.00000000000000000000,
MN,Mongolian-Manchurian grassland,9945,632,6189,5113,3756,4832,57079037.104072398190,107295316.56108597,0.21824279007377598927,0.18885682017819048814
MN,Sayan Alpine meadows and tundra,192,46,158,152,34,40,22194450.000000000000,24280650.000000000000,0.05932203389830508475,0.11016949152542372881
MN,Sayan montane conifer forests,724,63,531,452,193,272,29798453.038674033149,126172998.89502762,0.04422604422604422604,0.04514672686230248307
MN,Selenge-Orkhon forest steppe,2798,341,1925,1369,873,1429,44784627.877055039314,92689784.131522516083,0.29183884297520661157,0.16990740740740740741
MN,Trans-Baikal conifer forests,209,57,148,150,61,59,37466595.215311004785,20153936.842105263158,0.24166666666666666667,0.14166666666666666667
MO,South China-Vietnam subtropical evergreen forests,60,7,9,4,51,56,69840000.000000000000,189334080.00000000,0.00000000000000000000,0.00000000000000000000
MO,,3096,274,332,,2764,,192201153.48837209,,0.00394689630426982418,
MP,Marianas tropical dry forests,6069,233,1161,945,4908,5124,141368807.51359367,158412940.78101829,0.01574952561669829222,0.01381469883956529748
MP,,3607,213,947,,2660,,156357794.95425561,,0.00846129739893450329,
MQ,Bahamian-Antillean mangroves,181,55,34,25,147,156,181709224.30939227,273656486.18784530,0.05590062111801242236,0.04790419161676646707
MQ,Caribbean shrublands,2091,275,800,619,1291,1472,136431178.19225251,187896447.63271162,0.02440677966101694915,0.01423267326732673267
MQ,Lesser Antillean dry forests,1167,474,787,740,380,427,103634912.08226221,132950720.82262211,0.28170894526034712951,0.27272727272727272727
MQ,Windward Islands moist forests,1445,431,838,832,607,613,144789598.33910035,140199276.95501730,0.13555787278415015641,0.14137214137214137214
MQ,,1101,305,629,,472,,112484952.58855586,,0.23796423658872077029,
MR,Atlantic coastal desert,1093,106,499,404,594,689,179117792.49771272,260254111.61939616,0.11821471652593486128,0.16966292134831460674
MR,North Saharan steppe and woodlands,504,47,449,132,55,372,3289714.285714285714,170727257.14285714,0.01812688821752265861,0.09843400447427293065
MR,Sahara desert,2,2,2,2,0,0,0.00000000000000000000,0.00000000000000000000,,
MR,Saharan halophytics,13,9,9,8,4,5,286163446.15384615,16894523.076923076923,0.00000000000000000000,0.00000000000000000000
MR,Sahelian Acacia savanna,980,135,610,446,370,534,188335689.79591837,345443069.38775510,0.03861517976031957390,0.11976047904191616766
MR,South Saharan steppe and woodlands,14,3,12,11,2,3,117220114.28571429,187512685.71428571,0.00000000000000000000,0.00000000000000000000
MR,West Saharan montane xeric woodlands,61,19,61,44,0,17,260616.393442622951,31098334.426229508197,0.00000000000000000000,0.05405405405405405405
MR,West Sudanian savanna,4,1,0,0,4,4,218656800.00000000,325987200.00000000,0.00000000000000000000,0.00000000000000000000
MR,,184,53,78,,106,,263247182.60869565,,0.05263157894736842105,
MS,Caribbean shrublands,977,62,59,34,918,943,189113151.27942682,227749338.79222108,0.01057082452431289641,0.00626959247648902821
MS,Leeward Islands moist forests,891,43,38,29,853,862,349389769.69696970,304788169.69696970,0.00456100342075256556,0.00684150513112884835
MS,Lesser Antillean dry forests,2920,167,342,272,2578,2648,265342536.98630137,287996676.16438356,0.01044292401872524307,0.02241195304162219851
MS,,817,71,63,,754,,192459648.47001224,,0.00511508951406649616,
MT,Tyrrhenian-Adriatic Sclerophyllous and mixed forests,3815,549,1503,1062,2312,2753,179932223.74836173,199997044.08912189,0.01378495470657739267,0.00582590815627141878
MT,,2979,586,1272,,1707,,174289595.16616314,,0.01477572559366754617,
MU,Mascarene forests,3189,742,2530,2399,659,790,34052220.507996237065,38650981.749764816557,0.01252236135957066190,0.01935483870967741935
MU,,2373,615,1971,,402,,25418967.383059418458,,0.00788436268068331143,
MV,Maldives-Lakshadweep-Chagos Archipelago tropical moist forests,34,17,28,28,6,6,5867576.470588235294,5854870.588235294118,0.00000000000000000000,0.00000000000000000000
MV,,2381,530,1611,,770,,90383362.956740865183,,0.00987166831194471866,
MW,Central Zambezian Miombo woodlands,1843,335,905,696,938,1147,42710337.493217580033,89758020.618556701031,0.03826086956521739130,0.04402985074626865672
MW,Eastern Miombo woodlands,148,39,85,64,63,84,64244237.837837837838,66053967.567567567568,0.11235955056179775281,0.09090909090909090909
MW,Lake,529,210,323,192,206,337,60708167.863894139887,224456093.76181474,0.02272727272727272727,0.04521276595744680851
MW,South Malawi montane forest-grassland mosaic,3511,297,1575,1554,1936,1957,165337929.02307035,168632128.96610652,0.03277236492471213463,0.02863436123348017621
MW,Southern Miombo woodlands,1769,265,838,604,931,1165,61489302.430751837196,112156577.50141323,0.01941747572815533981,0.05083459787556904401
MW,Southern Rift montane forest-grassland mosaic,1409,171,985,885,424,524,37380539.957416607523,47330643.577004968062,0.07769423558897243108,0.09080590238365493757
MW,Southern Zanzibar-Inhambane coastal forest mosaic,1,1,1,0,0,1,0.00000000000000000000,137548800.000000000000,,0.00000000000000000000
MW,Zambezian and Mopane woodlands,2422,351,1321,625,1101,1797,97706841.948802642444,257195391.57720892,0.04450438300741739717,0.03964984552008238929
MW,Zambezian flooded grasslands,78,26,18,22,60,56,356144123.07692308,174063876.92307692,0.00000000000000000000,0.00000000000000000000
MX,Baja California desert,21370,1260,5672,4685,15698,16685,284623687.18764623,324966426.65418811,0.08931478078235757417,0.07604289599261121658
MX,Bajío dry forests,37687,2312,5406,4742,32281,32945,198847081.61434978,213707860.98124022,0.02156390351268552393,0.01778638725015408999
MX,Balsas dry forests,16847,1679,3574,3319,13273,13528,197916347.17160325,204487614.12714430,0.10082936067393717756,0.09936001034326717952
MX,California coastal sage and chaparral,29412,1610,3864,1731,25548,27681,378847282.25214198,509943683.72093023,0.04194857916102841678,0.02236814383032516328
MX,Central American dry forests,2622,500,1131,815,1491,1807,148939397.71167048,181578101.60183066,0.25961945031712473573,0.22166666666666666667
MX,Central American montane forests,7,7,1,6,6,1,249708342.85714286,6492342.857142857143,0.00000000000000000000,0.33333333333333333333
MX,Central American pine-oak forests,26032,1645,5449,4345,20583,21687,264133442.65519361,269950593.48494161,0.09031614806198329941,0.07951033024239466406
MX,Central Mexican matorral,111172,6564,14086,12386,97086,98786,248568860.50444356,256617843.68725938,0.02128079595704358812,0.01941719167528135911
MX,Chiapas Depression dry forests,13402,1501,3929,4060,9473,9342,199269886.16624384,182031680.76406506,0.11967185385656292287,0.11825761442913050876
MX,Chiapas montane forests,2950,578,1071,1173,1879,1777,150013566.91525424,147562794.30508475,0.17394636015325670498,0.16808346213292117465
MX,Chihuahuan desert,31706,2203,5765,2114,25941,29592,282002247.85214155,378284869.84167035,0.04410418866596268919,0.01516352824578790882
MX,Chimalapas montane forests,374,50,85,127,289,247,217130823.52941176,81941390.374331550802,0.11461318051575931232,0.10946745562130177515
MX,Gulf of California xeric scrub,18392,2223,6521,6024,11871,12368,277590892.04001740,200900956.41583297,0.06262840949344668792,0.05890944498539435248
MX,Islas Revillagigedo dry forests,423,71,184,190,239,233,102564561.70212766,121876289.36170213,0.04166666666666666667,0.08250825082508250825
MX,Jalisco dry forests,81106,6243,28066,25070,53040,56036,216090985.99856977,243909654.38808473,0.12938740241940289613,0.12021667465400310780
MX,Meseta Central matorral,10423,973,2801,1918,7622,8505,226907314.05545428,254837997.81252998,0.10051373687737324101,0.08642887294216969185
MX,Mesoamerican Gulf-Caribbean mangroves,62900,8143,20576,16165,42324,46735,176256504.11446741,208518665.20826709,0.05922962902800056854,0.05081049787726746430
MX,Northern Mesoamerican Pacific mangroves,23592,4767,9111,8115,14481,15477,154973602.03458800,178882666.93794507,0.08994589720468890893,0.08489898164787888689
